5000 15000
2 4141 a
2 4142 a
2 4143 a
2 4144 a
2 4145 a
2 4146 a
2 4147 a
2 4148 a
2 4149 a
2 4150 a
2 4151 a
2 4152 a
2 4153 a
2 4154 a
2 4155 a
2 4156 a
2 4157 a
2 4158 a
2 4159 a
2 4160 a
2 4161 a
2 4162 a
2 4163 a
2 4164 a
2 4165 a
2 4166 a
2 4167 a
2 4168 a
2 4169 a
2 4170 a
2 4171 a
2 4172 a
2 4173 a
2 4174 a
2 4175 a
2 4176 a
2 4177 a
2 4178 a
2 4179 a
2 4180 a
2 4181 a
2 4182 a
2 4183 a
2 4184 a
2 4185 a
2 4186 a
2 4187 a
2 4188 a
2 4189 a
2 4190 a
2 4191 a
2 4192 a
2 4193 a
2 4194 a
2 4195 a
2 4196 a
2 4197 a
2 4198 a
2 4199 a
2 4200 a
2 4201 a
2 4202 a
2 4203 a
2 4204 a
2 4205 a
2 4206 a
2 4207 a
2 4208 a
2 4209 a
2 4210 a
2 4211 a
2 4212 a
2 4213 a
2 4214 a
2 4215 a
2 4216 a
2 4217 a
2 4218 a
2 4219 a
2 4220 a
2 4221 a
2 4222 a
2 4223 a
2 4224 a
2 4225 a
2 4226 a
2 4227 a
2 4228 a
2 4229 a
2 4230 a
2 4231 a
2 4232 a
2 4233 a
2 4234 a
2 4235 a
2 4236 a
2 4237 a
2 4238 a
2 4239 a
2 4240 a
2 4241 a
2 4242 a
2 4243 a
2 4244 a
2 4245 a
2 4246 a
2 4247 a
2 4248 a
2 4249 a
2 4250 a
2 4251 a
2 4252 a
2 4253 a
2 4254 a
2 4255 a
2 4256 a
2 4257 a
2 4258 a
2 4259 a
2 4260 a
2 4261 a
2 4262 a
2 4263 a
2 4264 a
2 4265 a
2 4266 a
2 4267 a
2 4268 a
2 4269 a
2 4270 a
2 4271 a
2 4272 a
2 4273 a
2 4274 a
2 4275 a
2 4276 a
2 4277 a
2 4278 a
2 4279 a
2 4280 a
2 4281 a
2 4282 a
2 4283 a
2 4284 a
2 4285 a
2 4286 a
2 4287 a
2 4288 a
2 4289 a
2 4290 a
2 4291 a
2 4292 a
2 4293 a
2 4294 a
2 4295 a
2 4296 a
2 4297 a
2 4298 a
2 4299 a
2 4300 a
2 4301 a
2 4302 a
2 4303 a
2 4304 a
2 4305 a
2 4306 a
2 4307 a
2 4308 a
2 4309 a
2 4310 a
2 4311 a
2 4312 a
2 4313 a
2 4314 a
2 4315 a
2 4316 a
2 4317 a
2 4318 a
2 4319 a
2 4320 a
2 4321 a
2 4322 a
2 4323 a
2 4324 a
2 4325 a
2 4326 a
2 4327 a
2 4328 a
2 4329 a
2 4330 a
2 4331 a
2 4332 a
2 4333 a
2 4334 a
2 4335 a
2 4336 a
2 4337 a
2 4338 a
2 4339 a
2 4340 a
2 4341 a
2 4342 a
2 4343 a
2 4344 a
2 4345 a
2 4346 a
2 4347 a
2 4348 a
2 4349 a
2 4350 a
2 4351 a
2 4352 a
2 4353 a
2 4354 a
2 4355 a
2 4356 a
2 4357 a
2 4358 a
2 4359 a
2 4360 a
2 4361 a
2 4362 a
2 4363 a
2 4364 a
2 4365 a
2 4366 a
2 4367 a
2 4368 a
2 4369 a
2 4370 a
2 4371 a
2 4372 a
2 4373 a
2 4374 a
2 4375 a
2 4376 a
2 4377 a
2 4378 a
2 4379 a
2 4380 a
2 4381 a
2 4382 a
2 4383 a
2 4384 a
2 4385 a
2 4386 a
2 4387 a
2 4388 a
2 4389 a
2 4390 a
2 4391 a
2 4392 a
2 4393 a
2 4394 a
2 4395 a
2 4396 a
2 4397 a
2 4398 a
2 4399 a
2 4400 a
2 4401 a
2 4402 a
2 4403 a
2 4404 a
2 4405 a
2 4406 a
2 4407 a
2 4408 a
2 4409 a
2 4410 a
2 4411 a
2 4412 a
2 4413 a
2 4414 a
2 4415 a
2 4416 a
2 4417 a
2 4418 a
2 4419 a
2 4420 a
2 4421 a
2 4422 a
2 4423 a
2 4424 a
2 4425 a
2 4426 a
2 4427 a
2 4428 a
2 4429 a
2 4430 a
2 4431 a
2 4432 a
2 4433 a
2 4434 a
2 4435 a
2 4436 a
2 4437 a
2 4438 a
2 4439 a
2 4440 a
2 4441 a
2 4442 a
2 4443 a
2 4444 a
2 4445 a
2 4446 a
2 4447 a
2 4448 a
2 4449 a
2 4450 a
2 4451 a
2 4452 a
2 4453 a
2 4454 a
2 4455 a
2 4456 a
2 4457 a
2 4458 a
2 4459 a
2 4460 a
2 4461 a
2 4462 a
2 4463 a
2 4464 a
2 4465 a
2 4466 a
2 4467 a
2 4468 a
2 4469 a
2 4470 a
2 4471 a
2 4472 a
2 4473 a
2 4474 a
2 4475 a
2 4476 a
2 4477 a
2 4478 a
2 4479 a
2 4480 a
2 4481 a
2 4482 a
2 4483 a
2 4484 a
2 4485 a
2 4486 a
2 4487 a
2 4488 a
2 4489 a
2 4490 a
2 4491 a
2 4492 a
2 4493 a
2 4494 a
2 4495 a
2 4496 a
2 4497 a
2 4498 a
2 4499 a
2 4500 a
2 4501 a
2 4502 a
2 4503 a
2 4504 a
2 4505 a
2 4506 a
2 4507 a
2 4508 a
2 4509 a
2 4510 a
2 4511 a
2 4512 a
2 4513 a
2 4514 a
2 4515 a
2 4516 a
2 4517 a
2 4518 a
2 4519 a
2 4520 a
2 4521 a
2 4522 a
2 4523 a
2 4524 a
2 4525 a
2 4526 a
2 4527 a
2 4528 a
2 4529 a
2 4530 a
2 4531 a
2 4532 a
2 4533 a
2 4534 a
2 4535 a
2 4536 a
2 4537 a
2 4538 a
2 4539 a
2 4540 a
2 4541 a
2 4542 a
2 4543 a
2 4544 a
2 4545 a
2 4546 a
2 4547 a
2 4548 a
2 4549 a
2 4550 a
2 4551 a
2 4552 a
2 4553 a
2 4554 a
2 4555 a
2 4556 a
2 4557 a
2 4558 a
2 4559 a
2 4560 a
2 4561 a
2 4562 a
2 4563 a
2 4564 a
2 4565 a
2 4566 a
2 4567 a
2 4568 a
2 4569 a
2 4570 a
2 4571 a
2 4572 a
2 4573 a
2 4574 a
2 4575 a
2 4576 a
2 4577 a
2 4578 a
2 4579 a
2 4580 a
2 4581 a
2 4582 a
2 4583 a
2 4584 a
2 4585 a
2 4586 a
2 4587 a
2 4588 a
2 4589 a
2 4590 a
2 4591 a
2 4592 a
2 4593 a
2 4594 a
2 4595 a
2 4596 a
2 4597 a
2 4598 a
2 4599 a
2 4600 a
2 4601 a
2 4602 a
2 4603 a
2 4604 a
2 4605 a
2 4606 a
2 4607 a
2 4608 a
2 4609 a
2 4610 a
2 4611 a
2 4612 a
2 4613 a
2 4614 a
2 4615 a
2 4616 a
2 4617 a
2 4618 a
2 4619 a
2 4620 a
2 4621 a
2 4622 a
2 4623 a
2 4624 a
2 4625 a
2 4626 a
2 4627 a
2 4628 a
2 4629 a
2 4630 a
2 4631 a
2 4632 a
2 4633 a
2 4634 a
2 4635 a
2 4636 a
2 4637 a
2 4638 a
2 4639 a
2 4640 a
2 4641 a
2 4642 a
2 4643 a
2 4644 a
2 4645 a
2 4646 a
2 4647 a
2 4648 a
2 4649 a
2 4650 a
2 4651 a
2 4652 a
2 4653 a
2 4654 a
2 4655 a
2 4656 a
2 4657 a
2 4658 a
2 4659 a
2 4660 a
2 4661 a
2 4662 a
2 4663 a
2 4664 a
2 4665 a
2 4666 a
2 4667 a
2 4668 a
2 4669 a
2 4670 a
2 4671 a
2 4672 a
2 4673 a
2 4674 a
2 4675 a
2 4676 a
2 4677 a
2 4678 a
2 4679 a
2 4680 a
2 4681 a
2 4682 a
2 4683 a
2 4684 a
2 4685 a
2 4686 a
2 4687 a
2 4688 a
2 4689 a
2 4690 a
2 4691 a
2 4692 a
2 4693 a
2 4694 a
2 4695 a
2 4696 a
2 4697 a
2 4698 a
2 4699 a
2 4700 a
2 4701 a
2 4702 a
2 4703 a
2 4704 a
2 4705 a
2 4706 a
2 4707 a
2 4708 a
2 4709 a
2 4710 a
2 4711 a
2 4712 a
2 4713 a
2 4714 a
2 4715 a
2 4716 a
2 4717 a
2 4718 a
2 4719 a
2 4720 a
2 4721 a
2 4722 a
2 4723 a
2 4724 a
2 4725 a
2 4726 a
2 4727 a
2 4728 a
2 4729 a
2 4730 a
2 4731 a
2 4732 a
2 4733 a
2 4734 a
2 4735 a
2 4736 a
2 4737 a
2 4738 a
2 4739 a
2 4740 a
2 4741 a
2 4742 a
2 4743 a
2 4744 a
2 4745 a
2 4746 a
2 4747 a
2 4748 a
2 4749 a
2 4750 a
2 4751 a
2 4752 a
2 4753 a
2 4754 a
2 4755 a
2 4756 a
2 4757 a
2 4758 a
2 4759 a
2 4760 a
2 4761 a
2 4762 a
2 4763 a
2 4764 a
2 4765 a
2 4766 a
2 4767 a
2 4768 a
2 4769 a
2 4770 a
2 4771 a
2 4772 a
2 4773 a
2 4774 a
2 4775 a
2 4776 a
2 4777 a
2 4778 a
2 4779 a
2 4780 a
2 4781 a
2 4782 a
2 4783 a
2 4784 a
2 4785 a
2 4786 a
2 4787 a
2 4788 a
2 4789 a
2 4790 a
2 4791 a
2 4792 a
2 4793 a
2 4794 a
2 4795 a
2 4796 a
2 4797 a
2 4798 a
2 4799 a
2 4800 a
2 4801 a
2 4802 a
2 4803 a
2 4804 a
2 4805 a
2 4806 a
2 4807 a
2 4808 a
2 4809 a
2 4810 a
2 4811 a
2 4812 a
2 4813 a
2 4814 a
2 4815 a
2 4816 a
2 4817 a
2 4818 a
2 4819 a
2 4820 a
2 4821 a
2 4822 a
2 4823 a
2 4824 a
2 4825 a
2 4826 a
2 4827 a
2 4828 a
2 4829 a
2 4830 a
2 4831 a
2 4832 a
2 4833 a
2 4834 a
2 4835 a
2 4836 a
2 4837 a
2 4838 a
2 4839 a
2 4840 a
2 4841 a
2 4842 a
2 4843 a
2 4844 a
2 4845 a
2 4846 a
2 4847 a
2 4848 a
2 4849 a
2 4850 a
2 4851 a
2 4852 a
2 4853 a
2 4854 a
2 4855 a
2 4856 a
2 4857 a
2 4858 a
2 4859 a
2 4860 a
2 4861 a
2 4862 a
2 4863 a
2 4864 a
2 4865 a
2 4866 a
2 4867 a
2 4868 a
2 4869 a
2 4870 a
2 4871 a
2 4872 a
2 4873 a
2 4874 a
2 4875 a
2 4876 a
2 4877 a
2 4878 a
2 4879 a
2 4880 a
2 4881 a
2 4882 a
2 4883 a
2 4884 a
2 4885 a
2 4886 a
2 4887 a
2 4888 a
2 4889 a
2 4890 a
2 4891 a
2 4892 a
2 4893 a
2 4894 a
2 4895 a
2 4896 a
2 4897 a
2 4898 a
2 4899 a
2 4900 a
2 4901 a
2 4902 a
2 4903 a
2 4904 a
2 4905 a
2 4906 a
2 4907 a
2 4908 a
2 4909 a
2 4910 a
2 4911 a
2 4912 a
2 4913 a
2 4914 a
2 4915 a
2 4916 a
2 4917 a
2 4918 a
2 4919 a
2 4920 a
2 4921 a
2 4922 a
2 4923 a
2 4924 a
2 4925 a
2 4926 a
2 4927 a
2 4928 a
2 4929 a
2 4930 a
2 4931 a
2 4932 a
2 4933 a
2 4934 a
2 4935 a
2 4936 a
2 4937 a
2 4938 a
2 4939 a
2 4940 a
2 4941 a
2 4942 a
2 4943 a
2 4944 a
2 4945 a
2 4946 a
2 4947 a
2 4948 a
2 4949 a
2 4950 a
2 4951 a
2 4952 a
2 4953 a
2 4954 a
2 4955 a
2 4956 a
2 4957 a
2 4958 a
2 4959 a
2 4960 a
2 4961 a
2 4962 a
2 4963 a
2 4964 a
2 4965 a
2 4966 a
2 4967 a
2 4968 a
2 4969 a
2 4970 a
2 4971 a
2 4972 a
2 4973 a
2 4974 a
2 4975 a
2 4976 a
2 4977 a
2 4978 a
2 4979 a
2 4980 a
2 4981 a
2 4982 a
2 4983 a
2 4984 a
2 4985 a
2 4986 a
2 4987 a
2 4988 a
2 4989 a
2 4990 a
2 4991 a
2 4992 a
2 4993 a
2 4994 a
2 4995 a
2 4996 a
2 4997 a
2 4998 a
2 4999 a
2 5000 a
1 1321
3 4207
1 2469
3 1732
1 1494
3 1856
1 1754
3 694
1 2831
3 1732
1 4379
3 281
1 773
3 2573
1 2829
3 2849
1 2820
3 4078
1 1658
3 4935
1 4763
3 253
1 2488
3 2805
1 1878
3 3609
1 1111
3 2713
1 3408
3 3535
1 3872
3 1582
1 397
3 161
1 4596
3 959
1 1376
3 1483
1 4094
3 3670
1 878
3 2490
1 4170
3 3482
1 1941
3 3782
1 4697
3 2771
1 1626
3 980
1 1587
3 4478
1 595
3 4266
1 507
3 456
1 4962
3 4217
1 1285
3 4941
1 2118
3 2342
1 3957
3 4912
1 3977
3 3828
1 345
3 1923
1 1177
3 2340
1 1419
3 4823
1 1360
3 488
1 921
3 3734
1 668
3 3469
1 1056
3 625
1 3653
3 718
1 3560
3 3436
1 4469
3 4240
1 904
3 2226
1 4271
3 1114
1 2198
3 2659
1 1410
3 4368
1 1001
3 4639
1 1437
3 1764
1 4719
3 1031
1 2094
3 59
1 3844
3 1787
1 4224
3 1324
1 3720
3 4387
1 1208
3 428
1 4550
3 4065
1 660
3 208
1 2050
3 1254
1 1482
3 4116
1 13
3 3991
1 2017
3 581
1 734
3 4550
1 3728
3 4546
1 4576
3 2265
1 641
3 1151
1 1607
3 786
1 1036
3 673
1 3865
3 813
1 97
3 3156
1 1116
3 2509
1 2387
3 4116
1 5000
3 1635
1 1578
3 2234
1 7
3 2799
1 4998
3 4383
1 2295
3 1660
1 2554
3 3657
1 4019
3 4172
1 929
3 1376
1 3758
3 3324
1 3405
3 420
1 3452
3 2360
1 2931
3 3174
1 2790
3 1587
1 166
3 3646
1 3477
3 3598
1 3184
3 4065
1 4800
3 2961
1 2074
3 4627
1 2105
3 1464
1 2006
3 1122
1 4520
3 3383
1 2398
3 1996
1 685
3 4183
1 3609
3 694
1 851
3 1974
1 1426
3 1862
1 3346
3 3196
1 4554
3 1640
1 4897
3 192
1 3847
3 691
1 3747
3 2216
1 880
3 2144
1 4319
3 1832
1 662
3 1275
1 2514
3 4569
1 338
3 26
1 870
3 710
1 1983
3 4672
1 4146
3 3430
1 558
3 3322
1 3831
3 607
1 26
3 159
1 1254
3 2974
1 3500
3 724
1 625
3 15
1 3167
3 116
1 942
3 50
1 2815
3 569
1 4318
3 3162
1 4929
3 484
1 3565
3 1085
1 239
3 3488
1 429
3 85
1 3143
3 565
1 4176
3 2905
1 4799
3 1371
1 2956
3 1670
1 2831
3 829
1 2355
3 4703
1 1991
3 2962
1 2937
3 518
1 4467
3 4160
1 3347
3 2711
1 329
3 2371
1 4729
3 3609
1 4370
3 4967
1 4495
3 3988
1 4023
3 2497
1 3312
3 4155
1 4131
3 637
1 334
3 3042
1 2383
3 2102
1 4585
3 4419
1 130
3 1456
1 4799
3 4721
1 2460
3 394
1 4683
3 4932
1 2650
3 2059
1 4205
3 3403
1 1871
3 2018
1 2892
3 3865
1 1710
3 3338
1 3207
3 810
1 4047
3 4834
1 1536
3 152
1 4341
3 2939
1 2232
3 2702
1 835
3 2051
1 384
3 213
1 1912
3 3004
1 4542
3 1894
1 3376
3 324
1 2196
3 170
1 4183
3 4065
1 384
3 590
1 3638
3 3479
1 4384
3 2150
1 29
3 1363
1 4192
3 1364
1 845
3 4860
1 2785
3 3019
1 918
3 2445
1 4235
3 1408
1 2797
3 1341
1 3774
3 216
1 4816
3 1304
1 475
3 4408
1 4162
3 1582
1 333
3 4809
1 2343
3 1049
1 4372
3 4899
1 4805
3 708
1 866
3 3554
1 4192
3 2671
1 4106
3 1161
1 3251
3 2345
1 3453
3 2959
1 3443
3 683
1 4108
3 1033
1 4627
3 2309
1 6
3 3668
1 4904
3 1945
1 862
3 185
1 4685
3 2839
1 1423
3 1002
1 63
3 4268
1 1222
3 3725
1 3944
3 2388
1 217
3 4937
1 3013
3 4374
1 452
3 1223
1 880
3 3213
1 4899
3 3029
1 1631
3 739
1 842
3 4765
1 4795
3 2172
1 4561
3 4648
1 36
3 2482
1 1238
3 396
1 823
3 4045
1 1401
3 1673
1 3420
3 646
1 60
3 1144
1 4291
3 1925
1 704
3 2311
1 574
3 3527
1 4901
3 2393
1 345
3 461
1 4308
3 1627
1 4753
3 1471
1 1856
3 2836
1 378
3 3846
1 4439
3 803
1 1865
3 2963
1 105
3 458
1 4825
3 382
1 552
3 2725
1 108
3 1857
1 3531
3 231
1 142
3 3172
1 2285
3 2239
1 3308
3 27
1 312
3 2159
1 1033
3 499
1 1323
3 130
1 2440
3 715
1 929
3 162
1 1468
3 4965
1 770
3 3680
1 4087
3 2095
1 572
3 558
1 4946
3 2860
1 919
3 1381
1 1220
3 4610
1 2748
3 849
1 2789
3 665
1 29
3 1040
1 17
3 3187
1 4075
3 3537
1 762
3 3937
1 1573
3 601
1 4206
3 1578
1 4341
3 4333
1 2653
3 1336
1 3757
3 4183
1 3517
3 4810
1 4195
3 660
1 1412
3 2076
1 1736
3 345
1 2457
3 4598
1 1288
3 2185
1 1901
3 509
1 1857
3 1152
1 4213
3 473
1 1930
3 1974
1 1834
3 288
1 4534
3 3102
1 1406
3 2814
1 1993
3 1481
1 982
3 3385
1 3546
3 994
1 1695
3 2456
1 1962
3 152
1 2657
3 2811
1 979
3 2817
1 4672
3 2587
1 1545
3 1376
1 2032
3 3638
1 2064
3 1353
1 336
3 4003
1 998
3 2397
1 1041
3 2200
1 3147
3 508
1 3547
3 4540
1 1269
3 1626
1 3428
3 2093
1 1734
3 1928
1 965
3 4929
1 75
3 4593
1 4958
3 2870
1 1811
3 4244
1 4626
3 2138
1 2301
3 3058
1 2514
3 102
1 3116
3 4855
1 1792
3 1436
1 36
3 749
1 3177
3 1811
1 278
3 539
1 414
3 4879
1 1446
3 2014
1 177
3 3475
1 4763
3 201
1 4962
3 3175
1 4242
3 3241
1 1136
3 1752
1 3483
3 473
1 1028
3 906
1 5
3 3499
1 4095
3 3361
1 965
3 2800
1 3030
3 3491
1 4154
3 2003
1 101
3 2671
1 3843
3 643
1 2772
3 720
1 3851
3 2333
1 1262
3 2992
1 2632
3 3376
1 2752
3 3800
1 3936
3 1694
1 1558
3 124
1 2219
3 3651
1 3454
3 4922
1 1079
3 1373
1 943
3 4070
1 4899
3 935
1 3875
3 4967
1 2146
3 2102
1 1422
3 4101
1 690
3 2738
1 4546
3 169
1 631
3 3684
1 2275
3 1084
1 2768
3 1474
1 1271
3 4970
1 909
3 1885
1 4186
3 607
1 1676
3 3067
1 3172
3 2175
1 3566
3 1918
1 1644
3 3084
1 3514
3 1369
1 2440
3 1123
1 2971
3 84
1 4304
3 1519
1 3883
3 7
1 4676
3 4777
1 2301
3 2656
1 4141
3 3189
1 3897
3 354
1 1814
3 4287
1 1531
3 4845
1 3519
3 2481
1 4655
3 4804
1 3559
3 461
1 3970
3 580
1 1482
3 2595
1 1314
3 3525
1 3153
3 4137
1 4475
3 182
1 3813
3 3869
1 4910
3 3771
1 2804
3 3122
1 1836
3 568
1 2192
3 1292
1 3191
3 4424
1 4964
3 3342
1 4975
3 4817
1 2722
3 1990
1 4128
3 4895
1 1431
3 3249
1 4423
3 480
1 3722
3 4172
1 332
3 499
1 1116
3 3560
1 2874
3 1363
1 3819
3 4708
1 4820
3 1180
1 1615
3 4305
1 3681
3 4374
1 3976
3 1910
1 517
3 3719
1 2351
3 254
1 2748
3 4963
1 4780
3 4473
1 867
3 4079
1 2202
3 2440
1 4326
3 2468
1 3212
3 2207
1 1945
3 3259
1 2739
3 4919
1 3852
3 4107
1 4218
3 2694
1 1133
3 3334
1 2444
3 318
1 558
3 841
1 563
3 4779
1 4330
3 3184
1 1971
3 4748
1 3112
3 4190
1 4196
3 2757
1 1007
3 4920
1 1300
3 2943
1 654
3 1887
1 4761
3 4228
1 1071
3 4833
1 17
3 688
1 531
3 2445
1 4581
3 3555
1 1165
3 2347
1 4673
3 4753
1 4017
3 834
1 1840
3 1613
1 1149
3 2938
1 1891
3 4253
1 2058
3 4134
1 1207
3 66
1 4686
3 32
1 3825
3 4006
1 1453
3 1886
1 2868
3 4169
1 2784
3 3506
1 3931
3 3837
1 590
3 340
1 2625
3 4368
1 4885
3 729
1 3206
3 2729
1 3896
3 2359
1 1601
3 1237
1 926
3 4817
1 3978
3 714
1 2200
3 425
1 1070
3 4781
1 1807
3 4952
1 2863
3 1389
1 1254
3 156
1 1937
3 1374
1 2160
3 1567
1 1805
3 4193
1 1327
3 1050
1 4029
3 24
1 2501
3 895
1 3221
3 281
1 4700
3 3253
1 2861
3 4820
1 4744
3 4449
1 3994
3 4199
1 1636
3 3422
1 298
3 1778
1 2914
3 484
1 4179
3 1068
1 1426
3 766
1 3190
3 4853
1 4570
3 519
1 4060
3 4968
1 939
3 4966
1 4192
3 3366
1 4970
3 4387
1 2108
3 2449
1 1306
3 923
1 3207
3 2192
1 281
3 2030
1 4395
3 4366
1 2095
3 1218
1 3096
3 1747
1 784
3 2947
1 3507
3 752
1 3842
3 2143
1 3445
3 4952
1 3887
3 2415
1 3816
3 1454
1 2667
3 4236
1 4059
3 3330
1 2078
3 4611
1 1579
3 3392
1 4465
3 264
1 3153
3 525
1 3690
3 4766
1 3981
3 312
1 1796
3 2593
1 1626
3 4725
1 2808
3 2354
1 1838
3 4823
1 2033
3 2545
1 3079
3 4793
1 797
3 4412
1 4814
3 107
1 4096
3 2531
1 2153
3 2288
1 2882
3 1323
1 6
3 4284
1 2192
3 4808
1 3160
3 1947
1 2721
3 4881
1 2101
3 3971
1 210
3 1276
1 2196
3 1182
1 2369
3 2212
1 3079
3 4761
1 950
3 533
1 3052
3 215
1 695
3 4443
1 2760
3 3436
1 2196
3 604
1 3552
3 809
1 583
3 1055
1 2743
3 340
1 1856
3 4546
1 4002
3 525
1 3702
3 3597
1 2105
3 2076
1 1218
3 2653
1 2180
3 3847
1 3136
3 918
1 1573
3 2268
1 286
3 2866
1 2467
3 4691
1 4183
3 3241
1 449
3 3279
1 2771
3 2829
1 2952
3 3806
1 650
3 3728
1 1743
3 2028
1 4096
3 1879
1 1782
3 4595
1 2499
3 4179
1 2779
3 4625
1 3004
3 4316
1 2155
3 1589
1 4506
3 4204
1 4369
3 2657
1 818
3 1417
1 1287
3 2268
1 3396
3 946
1 1547
3 1724
1 4610
3 2133
1 2722
3 1254
1 3815
3 2734
1 2943
3 125
1 1176
3 4713
1 3155
3 633
1 1430
3 388
1 4969
3 3849
1 2228
3 3254
1 1009
3 3418
1 4524
3 3591
1 2744
3 3585
1 3736
3 2205
1 4370
3 1573
1 791
3 2069
1 2814
3 3196
1 1664
3 844
1 4107
3 3548
1 192
3 3327
1 4887
3 3099
1 1183
3 582
1 1679
3 3400
1 468
3 1039
1 3727
3 4439
1 3610
3 4416
1 3790
3 1129
1 647
3 528
1 661
3 3874
1 3900
3 1359
1 2027
3 3530
1 1338
3 321
1 1209
3 4104
1 4756
3 734
1 3858
3 2381
1 415
3 538
1 3230
3 3884
1 1739
3 682
1 3031
3 3306
1 3452
3 2673
1 4927
3 1279
1 4083
3 842
1 3652
3 595
1 3153
3 2861
1 2234
3 4191
1 2444
3 1660
1 1872
3 10
1 3541
3 4917
1 1108
3 1991
1 4433
3 872
1 1675
3 1557
1 990
3 2505
1 4276
3 534
1 1912
3 2065
1 1250
3 2430
1 4963
3 2745
1 1774
3 3569
1 3861
3 36
1 1982
3 3343
1 321
3 4423
1 4772
3 1220
1 3391
3 77
1 729
3 4909
1 1944
3 210
1 4960
3 1623
1 4173
3 1001
1 4113
3 3378
1 2015
3 4043
1 3988
3 1215
1 3238
3 3382
1 2362
3 780
1 890
3 899
1 1745
3 3239
1 2786
3 389
1 2485
3 3627
1 4797
3 2402
1 4573
3 4605
1 4613
3 3511
1 3275
3 890
1 3602
3 70
1 4219
3 3829
1 133
3 800
1 775
3 319
1 4680
3 4262
1 2020
3 3185
1 2405
3 2685
1 3777
3 4621
1 3786
3 3273
1 174
3 2341
1 821
3 513
1 428
3 4960
1 3649
3 2489
1 1755
3 12
1 248
3 2872
1 1706
3 4307
1 3827
3 2085
1 134
3 4612
1 4735
3 2916
1 2049
3 991
1 664
3 4735
1 3465
3 4657
1 561
3 1612
1 179
3 1150
1 3860
3 3770
1 4084
3 4749
1 1433
3 4641
1 91
3 1242
1 3380
3 3923
1 4835
3 4564
1 2778
3 3141
1 2343
3 4176
1 3564
3 3820
1 995
3 2425
1 2244
3 4088
1 471
3 3267
1 4162
3 801
1 2283
3 2663
1 1652
3 30
1 3590
3 1770
1 291
3 3202
1 293
3 1591
1 1176
3 3356
1 1715
3 4657
1 3828
3 4332
1 1593
3 1503
1 1987
3 4321
1 3447
3 3761
1 1289
3 2924
1 4303
3 3985
1 2020
3 1394
1 3508
3 4819
1 2908
3 4409
1 2678
3 4179
1 3108
3 3597
1 3614
3 3728
1 3805
3 855
1 1305
3 1362
1 4351
3 4348
1 901
3 1405
1 3153
3 3345
1 531
3 4599
1 2583
3 3930
1 1722
3 2599
1 3117
3 1063
1 4637
3 67
1 474
3 3489
1 4858
3 2881
1 2239
3 377
1 2418
3 4522
1 4349
3 4450
1 4424
3 4105
1 1803
3 1102
1 1610
3 4460
1 4877
3 1258
1 3557
3 29
1 3731
3 4476
1 1256
3 4788
1 1137
3 1590
1 601
3 1145
1 1765
3 4274
1 872
3 53
1 1826
3 3189
1 4774
3 860
1 1012
3 81
1 448
3 66
1 716
3 4678
1 3585
3 3256
1 2527
3 1632
1 1315
3 2843
1 4045
3 3068
1 1142
3 413
1 1211
3 539
1 2656
3 1672
1 1032
3 4683
1 3895
3 1958
1 1692
3 4277
1 305
3 100
1 4036
3 3474
1 1073
3 4734
1 3923
3 1228
1 1735
3 1446
1 1084
3 4956
1 533
3 2652
1 4948
3 362
1 1440
3 2650
1 3150
3 1509
1 4873
3 273
1 4441
3 2080
1 2492
3 2518
1 3101
3 1345
1 1295
3 43
1 2649
3 4083
1 772
3 2801
1 1197
3 609
1 208
3 4976
1 4410
3 1817
1 3173
3 186
1 3955
3 4177
1 3767
3 3187
1 2177
3 95
1 3991
3 3821
1 1961
3 3317
1 2924
3 1790
1 950
3 980
1 2766
3 4181
1 2976
3 139
1 4803
3 945
1 869
3 4308
1 3783
3 91
1 4438
3 2044
1 3574
3 572
1 128
3 520
1 2461
3 2295
1 3314
3 95
1 4196
3 2680
1 4411
3 1597
1 919
3 4385
1 298
3 3386
1 4615
3 2006
1 3069
3 1779
1 4170
3 4366
1 2628
3 3883
1 1398
3 169
1 4759
3 1734
1 2597
3 1333
1 2165
3 1634
1 4386
3 1343
1 218
3 268
1 46
3 3329
1 3400
3 2547
1 3626
3 2376
1 3357
3 4802
1 1531
3 3948
1 4231
3 485
1 4762
3 4333
1 469
3 2286
1 690
3 841
1 2927
3 4017
1 2676
3 1737
1 2804
3 58
1 4257
3 1166
1 3170
3 1690
1 722
3 2710
1 2827
3 4859
1 198
3 2407
1 3183
3 4443
1 4707
3 4333
1 1975
3 4518
1 2882
3 4884
1 3992
3 2200
1 402
3 1955
1 1300
3 423
1 1829
3 4058
1 4408
3 3585
1 3714
3 1361
1 2173
3 1684
1 2148
3 3145
1 4372
3 2531
1 6
3 3574
1 4374
3 4023
1 4125
3 3571
1 1517
3 748
1 2462
3 2943
1 3496
3 3450
1 1655
3 2633
1 1427
3 4462
1 836
3 3557
1 4951
3 837
1 1621
3 691
1 2358
3 239
1 3752
3 3779
1 2986
3 3419
1 2550
3 2562
1 2724
3 3562
1 1243
3 1308
1 473
3 4741
1 2909
3 4960
1 234
3 357
1 3704
3 2352
1 1183
3 873
1 4977
3 2632
1 2554
3 1262
1 3742
3 4457
1 3740
3 2226
1 4338
3 1503
1 3550
3 4346
1 1011
3 924
1 2928
3 1448
1 928
3 1227
1 1076
3 1769
1 1953
3 3088
1 257
3 4103
1 719
3 2522
1 1495
3 3274
1 167
3 3528
1 4259
3 3442
1 3819
3 1235
